CUST_ID,CUST__NAME,SKU_ID,sku_name,POS_TYPE_focus,POS_Sec,POS_Ter,B01_supply,B02_supply,B03_supply,S01_supply,S02_supply,S03_supply,BLDG_ID,POS_ID,POS_Standard Industrial Classification,Owner_Established,POS_StateClass,SqFt_per1k,d_min,d_max,sectorid_0.0,sectorid_6.0,sectorid_7.0,sectorid_9.0,POS_Revenue_$10-20 MILLION,POS_Revenue_$2.5-5 MILLION,POS_Revenue_$5-10 MILLION,"POS_Revenue_LESS THAN $500,000"
2001001,Houston Calco,1001021,edemame,WHOLESALERS,CATERERS,FOOD STORES,0.0,0.0,0.0,0.0,228.6182602,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001001,Houston Calco,1001021,edemame,WHOLESALERS,CATERERS,FOOD STORES,0.0,0.0,0.0,0.0,228.6182602,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001001,Houston Calco,1001021,edemame,WHOLESALERS,CATERERS,FOOD STORES,0.0,0.0,0.0,0.0,228.6182602,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001002,Tan Tan Tofu,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,513.0,70001188,YOGURT,2017,RESIDENTIAL,32.96812168,0.01,0.04,0,1,0,0,0,0,0,1
2001002,Tan Tan Tofu,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,400.0,70001189,WATER COMPANIES-BOTTLED/BULK & ETC,2016,COMMERCIAL,61.71693239,0.1285,0.24,0,0,0,1,0,0,0,1
2001002,Tan Tan Tofu,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,655.0,70001190,HERBS,1997,COMMERCIAL,17.28053198,0.1285,0.24,1,0,0,0,0,0,0,1
2001002,Tan Tan Tofu,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,1223.0,70001191,COFFEE & TEA,2015,COMMERCIAL,10.54927005,0.1285,0.24,1,0,0,0,0,0,0,1
2001002,Tan Tan Tofu,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,513.0,70001188,YOGURT,2017,RESIDENTIAL,32.96812168,0.01,0.04,0,1,0,0,0,0,0,1
2001002,Tan Tan Tofu,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,400.0,70001189,WATER COMPANIES-BOTTLED/BULK & ETC,2016,COMMERCIAL,61.71693239,0.1285,0.24,0,0,0,1,0,0,0,1
2001002,Tan Tan Tofu,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,655.0,70001190,HERBS,1997,COMMERCIAL,17.28053198,0.1285,0.24,1,0,0,0,0,0,0,1
2001002,Tan Tan Tofu,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,1223.0,70001191,COFFEE & TEA,2015,COMMERCIAL,10.54927005,0.1285,0.24,1,0,0,0,0,0,0,1
2001003,Thanh Son Tofu,1001018,tofu,WHOLESALERS,RESTAURANTS,SPECIALTY FOODS,0.0,0.0,0.0,0.0,1013.194562,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001003,Thanh Son Tofu,1001018,tofu,WHOLESALERS,RESTAURANTS,SPECIALTY FOODS,0.0,0.0,0.0,0.0,1013.194562,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001003,Thanh Son Tofu,1001018,tofu,WHOLESALERS,RESTAURANTS,SPECIALTY FOODS,0.0,0.0,0.0,0.0,1013.194562,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001003,Thanh Son Tofu,1001018,tofu,WHOLESALERS,RESTAURANTS,SPECIALTY FOODS,0.0,0.0,0.0,0.0,1013.194562,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001003,Thanh Son Tofu,1001018,tofu,WHOLESALERS,RESTAURANTS,SPECIALTY FOODS,0.0,0.0,0.0,0.0,1013.194562,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001004,Viet Tien Tofu & Fast Food,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,513.0,70001188,YOGURT,2017,RESIDENTIAL,32.96812168,0.01,0.04,0,1,0,0,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,400.0,70001189,WATER COMPANIES-BOTTLED/BULK & ETC,2016,COMMERCIAL,61.71693239,0.1285,0.24,0,0,0,1,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,655.0,70001190,HERBS,1997,COMMERCIAL,17.28053198,0.1285,0.24,1,0,0,0,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001018,tofu,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,675.4630414,0.0,1223.0,70001191,COFFEE & TEA,2015,COMMERCIAL,10.54927005,0.1285,0.24,1,0,0,0,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,513.0,70001188,YOGURT,2017,RESIDENTIAL,32.96812168,0.01,0.04,0,1,0,0,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,400.0,70001189,WATER COMPANIES-BOTTLED/BULK & ETC,2016,COMMERCIAL,61.71693239,0.1285,0.24,0,0,0,1,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,655.0,70001190,HERBS,1997,COMMERCIAL,17.28053198,0.1285,0.24,1,0,0,0,0,0,0,1
2001004,Viet Tien Tofu & Fast Food,1001019,soymilk,FOOD STORES,GENERAL STORES,SPECIALTY FOODS,0.0,0.0,0.0,0.0,545.5663027,0.0,1223.0,70001191,COFFEE & TEA,2015,COMMERCIAL,10.54927005,0.1285,0.24,1,0,0,0,0,0,0,1
2001009,Four Season Food Inc,1001018,tofu,WHOLESALERS,RESTAURANTS,CATERERS,0.0,0.0,0.0,0.0,1857.523364,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001009,Four Season Food Inc,1001018,tofu,WHOLESALERS,RESTAURANTS,CATERERS,0.0,0.0,0.0,0.0,1857.523364,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001018,tofu,WHOLESALERS,RESTAURANTS,CATERERS,0.0,0.0,0.0,0.0,1857.523364,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001018,tofu,WHOLESALERS,RESTAURANTS,CATERERS,0.0,0.0,0.0,0.0,1857.523364,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001009,Four Season Food Inc,1001018,tofu,WHOLESALERS,RESTAURANTS,CATERERS,0.0,0.0,0.0,0.0,1857.523364,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001009,Four Season Food Inc,1001013,"Chuck roast, USDA Choice, boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,4651.668817,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001009,Four Season Food Inc,1001013,"Chuck roast, USDA Choice, boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,4651.668817,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001013,"Chuck roast, USDA Choice, boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,4651.668817,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001013,"Chuck roast, USDA Choice, boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,4651.668817,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001009,Four Season Food Inc,1001013,"Chuck roast, USDA Choice, boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,4651.668817,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001009,Four Season Food Inc,1001014,"Round roast, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,3721.335054,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001009,Four Season Food Inc,1001014,"Round roast, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,3721.335054,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001014,"Round roast, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,3721.335054,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001014,"Round roast, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,3721.335054,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001009,Four Season Food Inc,1001014,"Round roast, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,3721.335054,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001009,Four Season Food Inc,1001015,"Round steak, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,2604.934537,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001009,Four Season Food Inc,1001015,"Round steak, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,2604.934537,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001015,"Round steak, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,2604.934537,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001015,"Round steak, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,2604.934537,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001009,Four Season Food Inc,1001015,"Round steak, USDA Choice boneless",WHOLESALERS,RESTAURANTS,CATERERS,0.0,2604.934537,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001009,Four Season Food Inc,1001016,Sirloin steak USDA Choice boneless,WHOLESALERS,RESTAURANTS,CATERERS,0.0,1674.600774,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001009,Four Season Food Inc,1001016,Sirloin steak USDA Choice boneless,WHOLESALERS,RESTAURANTS,CATERERS,0.0,1674.600774,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001016,Sirloin steak USDA Choice boneless,WHOLESALERS,RESTAURANTS,CATERERS,0.0,1674.600774,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001009,Four Season Food Inc,1001016,Sirloin steak USDA Choice boneless,WHOLESALERS,RESTAURANTS,CATERERS,0.0,1674.600774,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001009,Four Season Food Inc,1001016,Sirloin steak USDA Choice boneless,WHOLESALERS,RESTAURANTS,CATERERS,0.0,1674.600774,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001010,Agisco Commodities Inc,1001026,soybean meal,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001010,Agisco Commodities Inc,1001026,soybean meal,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001010,Agisco Commodities Inc,1001026,soybean meal,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001010,Agisco Commodities Inc,1001026,soybean meal,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001010,Agisco Commodities Inc,1001026,soybean meal,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001007,Lien Hoa B. Inc,1001027,soybean,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,114696.6889,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001007,Lien Hoa B. Inc,1001027,soybean,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,114696.6889,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001007,Lien Hoa B. Inc,1001027,soybean,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,114696.6889,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001007,Lien Hoa B. Inc,1001027,soybean,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,114696.6889,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001007,Lien Hoa B. Inc,1001027,soybean,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,114696.6889,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001012,Asoh Traders Ltd,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001012,Asoh Traders Ltd,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001012,Asoh Traders Ltd,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001012,Asoh Traders Ltd,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001012,Asoh Traders Ltd,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001016,Almon Oil International Inc,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001016,Almon Oil International Inc,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001016,Almon Oil International Inc,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001016,Almon Oil International Inc,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001016,Almon Oil International Inc,1001026,soybean oil,WHOLESALERS,CATERERS,ENTERTAINMENT,0.0,0.0,0.0,0.0,0.0,25637.21433,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001000,chuck,WHOLESALERS,RESTAURANTS,CATERERS,10790.63963,5505.715212,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001000,chuck,WHOLESALERS,RESTAURANTS,CATERERS,10790.63963,5505.715212,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001000,chuck,WHOLESALERS,RESTAURANTS,CATERERS,10790.63963,5505.715212,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001000,chuck,WHOLESALERS,RESTAURANTS,CATERERS,10790.63963,5505.715212,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001019,Action Meat Distributors Inc,1001000,chuck,WHOLESALERS,RESTAURANTS,CATERERS,10790.63963,5505.715212,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001001,brisket,WHOLESALERS,RESTAURANTS,CATERERS,1794.185433,915.4484232,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001001,brisket,WHOLESALERS,RESTAURANTS,CATERERS,1794.185433,915.4484232,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001001,brisket,WHOLESALERS,RESTAURANTS,CATERERS,1794.185433,915.4484232,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001001,brisket,WHOLESALERS,RESTAURANTS,CATERERS,1794.185433,915.4484232,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001019,Action Meat Distributors Inc,1001001,brisket,WHOLESALERS,RESTAURANTS,CATERERS,1794.185433,915.4484232,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001002,flank,WHOLESALERS,RESTAURANTS,CATERERS,1203.417059,614.0202838,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001002,flank,WHOLESALERS,RESTAURANTS,CATERERS,1203.417059,614.0202838,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001002,flank,WHOLESALERS,RESTAURANTS,CATERERS,1203.417059,614.0202838,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001002,flank,WHOLESALERS,RESTAURANTS,CATERERS,1203.417059,614.0202838,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001019,Action Meat Distributors Inc,1001002,flank,WHOLESALERS,RESTAURANTS,CATERERS,1203.417059,614.0202838,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001003,plate,WHOLESALERS,RESTAURANTS,CATERERS,8186.882718,4177.198598,0.0,0.0,0.0,0.0,658.0,70005263,RICE-WHOLESALE,2013,COMMERCIAL,53.21815768,0.1285,0.24,0,0,1,0,0,0,1,0
2001019,Action Meat Distributors Inc,1001003,plate,WHOLESALERS,RESTAURANTS,CATERERS,8186.882718,4177.198598,0.0,0.0,0.0,0.0,322.0,70005264,TAMALES (WHLS),2016,COMMERCIAL,38.53630435,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001003,plate,WHOLESALERS,RESTAURANTS,CATERERS,8186.882718,4177.198598,0.0,0.0,0.0,0.0,626.0,70005265,BAKERS-WHOLESALE,1996,COMMERCIAL,7.91797857,0.1285,0.24,1,0,0,0,1,0,0,0
2001019,Action Meat Distributors Inc,1001003,plate,WHOLESALERS,RESTAURANTS,CATERERS,8186.882718,4177.198598,0.0,0.0,0.0,0.0,,70005266,BEVERAGES (WHLS),2014,,,,,0,0,0,0,0,1,0,0
2001019,Action Meat Distributors Inc,1001003,plate,WHOLESALERS,RESTAURANTS,CATERERS,8186.882718,4177.198598,0.0,0.0,0.0,0.0,,70005267,BAKERS-WHOLESALE,1993,,,,,0,0,0,0,0,0,1,0
